    0     0 1000
    0   204 1000
    0   408 1000
    0   612 1000
    0   816 1000
    0  1020 1000
    0  1224 1000
    0  1429 1000
    0  1633 1000
    0  1837 1000
    0  2041 1000
    0  2245 1000
    0  2449 1000
    0  2653 1000
    0  2857 1000
    0  3061 1000
    0  3265 1000
    0  3469 1000
    0  3673 1000
    0  3878 1000
    0  4082 1000
    0  4286 1000
    0  4490 1000
    0  4694 1000
    0  4898 1000
    0  5102 1000
    0  5306 1000
    0  5510 1000
    0  5714 1000
    0  5918 1000
    0  6122 1000
    0  6327 1000
    0  6531 1000
    0  6735 1000
    0  6939 1000
    0  7143 1000
    0  7347 1000
    0  7551 1000
    0  7755 1000
    0  7959 1000
    0  8163 1000
    0  8367 1000
    0  8571 1000
    0  8776 1000
    0  8980 1000
    0  9184 1000
    0  9388 1000
    0  9592 1000
    0  9796 1000
    0 10000 1000
  204     0 1000
  204   204 1000
  204   408 1000
  204   612 1000
  204   816 1000
  204  1020 1000
  204  1224 1000
  204  1429 1000
  204  1633 1000
  204  1837 1000
  204  2041 1000
  204  2245 1000
  204  2449 1000
  204  2653 1000
  204  2857 1000
  204  3061 1000
  204  3265 1000
  204  3469 1000
  204  3673 1000
  204  3878 1000
  204  4082 1000
  204  4286 1000
  204  4490 1000
  204  4694 1000
  204  4898 1000
  204  5102 1000
  204  5306 1000
  204  5510 1000
  204  5714 1000
  204  5918 1000
  204  6122 1000
  204  6327 1000
  204  6531 1000
  204  6735 1000
  204  6939 1000
  204  7143 1000
  204  7347 1000
  204  7551 1000
  204  7755 1000
  204  7959 1000
  204  8163 1000
  204  8367 1000
  204  8571 1000
  204  8776 1000
  204  8980 1000
  204  9184 1000
  204  9388 1000
  204  9592 1000
  204  9796 1000
  204 10000 1000
  408     0 1000
  408   204 1000
  408   408 1000
  408   612 1000
  408   816 1000
  408  1020 1000
  408  1224 1000
  408  1429 1000
  408  1633 1000
  408  1837 1000
  408  2041 1000
  408  2245 1000
  408  2449 1000
  408  2653 1000
  408  2857 1000
  408  3061 1000
  408  3265 1000
  408  3469 1000
  408  3673 1000
  408  3878 1000
  408  4082 1000
  408  4286 1000
  408  4490 1000
  408  4694 1000
  408  4898 1000
  408  5102 1000
  408  5306 1000
  408  5510 1000
  408  5714 1000
  408  5918 1000
  408  6122 1000
  408  6327 1000
  408  6531 1000
  408  6735 1000
  408  6939 1000
  408  7143 1000
  408  7347 1000
  408  7551 1000
  408  7755 1000
  408  7959 1000
  408  8163 1000
  408  8367 1000
  408  8571 1000
  408  8776 1000
  408  8980 1000
  408  9184 1000
  408  9388 1000
  408  9592 1000
  408  9796 1000
  408 10000 1000
  612     0 1000
  612   204 1000
  612   408 1000
  612   612 1000
  612   816 1000
  612  1020 1000
  612  1224 1000
  612  1429 1000
  612  1633 1000
  612  1837 1000
  612  2041 1000
  612  2245 1000
  612  2449 1000
  612  2653 1000
  612  2857 1000
  612  3061 1000
  612  3265 1000
  612  3469 1000
  612  3673 1000
  612  3878 1000
  612  4082 1000
  612  4286 1000
  612  4490 1000
  612  4694 1000
  612  4898 1000
  612  5102 1000
  612  5306 1000
  612  5510 1000
  612  5714 1000
  612  5918 1000
  612  6122 1000
  612  6327 1000
  612  6531 1000
  612  6735 1000
  612  6939 1000
  612  7143 1000
  612  7347 1000
  612  7551 1000
  612  7755 1000
  612  7959 1000
  612  8163 1000
  612  8367 1000
  612  8571 1000
  612  8776 1000
  612  8980 1000
  612  9184 1000
  612  9388 1000
  612  9592 1000
  612  9796 1000
  612 10000 1000
  816     0 1000
  816   204 1000
  816   408 1000
  816   612 1000
  816   816 1000
  816  1020 1000
  816  1224 1000
  816  1429 1000
  816  1633 1000
  816  1837 1000
  816  2041 1000
  816  2245 1000
  816  2449 1000
  816  2653 1000
  816  2857 1000
  816  3061 1000
  816  3265 1000
  816  3469 1000
  816  3673 1000
  816  3878 1000
  816  4082 1000
  816  4286 1000
  816  4490 1000
  816  4694 1000
  816  4898 1000
  816  5102 1000
  816  5306 1000
  816  5510 1000
  816  5714 1000
  816  5918 1000
  816  6122 1000
  816  6327 1000
  816  6531 1000
  816  6735 1000
  816  6939 1000
  816  7143 1000
  816  7347 1000
  816  7551 1000
  816  7755 1000
  816  7959 1000
  816  8163 1000
  816  8367 1000
  816  8571 1000
  816  8776 1000
  816  8980 1000
  816  9184 1000
  816  9388 1000
  816  9592 1000
  816  9796 1000
  816 10000 1000
 1020     0 1000
 1020   204 1000
 1020   408 1000
 1020   612 1000
 1020   816 1000
 1020  1020 1000
 1020  1224 1000
 1020  1429 1000
 1020  1633 1000
 1020  1837 1000
 1020  2041 1000
 1020  2245 1000
 1020  2449 1000
 1020  2653 1000
 1020  2857 1000
 1020  3061 1000
 1020  3265 1000
 1020  3469 1000
 1020  3673 1000
 1020  3878 1000
 1020  4082 1000
 1020  4286 1000
 1020  4490 1000
 1020  4694 1000
 1020  4898 1000
 1020  5102 1000
 1020  5306 1000
 1020  5510 1000
 1020  5714 1000
 1020  5918 1000
 1020  6122 1000
 1020  6327 1000
 1020  6531 1000
 1020  6735 1000
 1020  6939 1000
 1020  7143 1000
 1020  7347 1000
 1020  7551 1000
 1020  7755 1000
 1020  7959 1000
 1020  8163 1000
 1020  8367 1000
 1020  8571 1000
 1020  8776 1000
 1020  8980 1000
 1020  9184 1000
 1020  9388 1000
 1020  9592 1000
 1020  9796 1000
 1020 10000 1000
 1224     0 1000
 1224   204 1000
 1224   408 1000
 1224   612 1000
 1224   816 1000
 1224  1020 1000
 1224  1224 1000
 1224  1429 1000
 1224  1633 1000
 1224  1837 1000
 1224  2041 1000
 1224  2245 1000
 1224  2449 1000
 1224  2653 1000
 1224  2857 1000
 1224  3061 1000
 1224  3265 1000
 1224  3469 1000
 1224  3673 1000
 1224  3878 1000
 1224  4082 1000
 1224  4286 1000
 1224  4490 1000
 1224  4694 1000
 1224  4898 1000
 1224  5102 1000
 1224  5306 1000
 1224  5510 1000
 1224  5714 1000
 1224  5918 1000
 1224  6122 1000
 1224  6327 1000
 1224  6531 1000
 1224  6735 1000
 1224  6939 1000
 1224  7143 1000
 1224  7347 1000
 1224  7551 1000
 1224  7755 1000
 1224  7959 1000
 1224  8163 1000
 1224  8367 1000
 1224  8571 1000
 1224  8776 1000
 1224  8980 1000
 1224  9184 1000
 1224  9388 1000
 1224  9592 1000
 1224  9796 1000
 1224 10000 1000
 1429     0 1000
 1429   204 1000
 1429   408 1000
 1429   612 1000
 1429   816 1000
 1429  1020 1000
 1429  1224 1000
 1429  1429 1000
 1429  1633 1000
 1429  1837 1000
 1429  2041 1000
 1429  2245 1000
 1429  2449 1000
 1429  2653 1000
 1429  2857 1000
 1429  3061 1000
 1429  3265 1000
 1429  3469 1000
 1429  3673 1000
 1429  3878 1000
 1429  4082 1000
 1429  4286 1000
 1429  4490 1000
 1429  4694 1000
 1429  4898 1000
 1429  5102 1000
 1429  5306 1000
 1429  5510 1000
 1429  5714 1000
 1429  5918 1000
 1429  6122 1000
 1429  6327 1000
 1429  6531 1000
 1429  6735 1000
 1429  6939 1000
 1429  7143 1000
 1429  7347 1000
 1429  7551 1000
 1429  7755 1000
 1429  7959 1000
 1429  8163 1000
 1429  8367 1000
 1429  8571 1000
 1429  8776 1000
 1429  8980 1000
 1429  9184 1000
 1429  9388 1000
 1429  9592 1000
 1429  9796 1000
 1429 10000 1000
 1633     0 1000
 1633   204 1000
 1633   408 1000
 1633   612 1000
 1633   816 1000
 1633  1020 1000
 1633  1224 1000
 1633  1429 1000
 1633  1633 1000
 1633  1837 1000
 1633  2041 1000
 1633  2245 1000
 1633  2449 1000
 1633  2653 1000
 1633  2857 1000
 1633  3061 1000
 1633  3265 1000
 1633  3469 1000
 1633  3673 1000
 1633  3878 1000
 1633  4082 1000
 1633  4286 1000
 1633  4490 1000
 1633  4694 1000
 1633  4898 1000
 1633  5102 1000
 1633  5306 1000
 1633  5510 1000
 1633  5714 1000
 1633  5918 1000
 1633  6122 1000
 1633  6327 1000
 1633  6531 1000
 1633  6735 1000
 1633  6939 1000
 1633  7143 1000
 1633  7347 1000
 1633  7551 1000
 1633  7755 1000
 1633  7959 1000
 1633  8163 1000
 1633  8367 1000
 1633  8571 1000
 1633  8776 1000
 1633  8980 1000
 1633  9184 1000
 1633  9388 1000
 1633  9592 1000
 1633  9796 1000
 1633 10000 1000
 1837     0 1000
 1837   204 1000
 1837   408 1000
 1837   612 1000
 1837   816 1000
 1837  1020 1000
 1837  1224 1000
 1837  1429 1000
 1837  1633 1000
 1837  1837 1000
 1837  2041 1000
 1837  2245 1000
 1837  2449 1000
 1837  2653 1000
 1837  2857 1000
 1837  3061 1000
 1837  3265 1000
 1837  3469 1000
 1837  3673 1000
 1837  3878 1000
 1837  4082 1000
 1837  4286 1000
 1837  4490 1000
 1837  4694 1000
 1837  4898 1000
 1837  5102 1000
 1837  5306 1000
 1837  5510 1000
 1837  5714 1000
 1837  5918 1000
 1837  6122 1000
 1837  6327 1000
 1837  6531 1000
 1837  6735 1000
 1837  6939 1000
 1837  7143 1000
 1837  7347 1000
 1837  7551 1000
 1837  7755 1000
 1837  7959 1000
 1837  8163 1000
 1837  8367 1000
 1837  8571 1000
 1837  8776 1000
 1837  8980 1000
 1837  9184 1000
 1837  9388 1000
 1837  9592 1000
 1837  9796 1000
 1837 10000 1000
 2041     0 1000
 2041   204 1000
 2041   408 1000
 2041   612 1000
 2041   816 1000
 2041  1020 1000
 2041  1224 1000
 2041  1429 1000
 2041  1633 1000
 2041  1837 1000
 2041  2041 1000
 2041  2245 1000
 2041  2449 1000
 2041  2653 1000
 2041  2857 1000
 2041  3061 1000
 2041  3265 1000
 2041  3469 1000
 2041  3673 1000
 2041  3878 1000
 2041  4082 1000
 2041  4286 1000
 2041  4490 1025.406
 2041  4694 1046.231
 2041  4898 1058.726
 2041  5102 1062.890
